date,lower interquartile,upper interquartile,10% of readings fall below this line,10% of readings fall above this line,1981-2010 median,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
October 1,0,6875,0,13937.5,3125.0,1000,NA,NA,0,NA,0,0,NA,5000,8000,4000,0,0,12000,3000,5000,8000,2000,4000,3000,0,8000,1000,16000,81000,0,3000,58000,0,5000,14000,5000,1000,7000,16000,16000,2000,0,0,0,NA
October 2,0,3750,0,10250,625.0,NA,2000,0,NA,0,NA,NA,1000,25000,8000,0,0,0,11000,1000,NA,9000,1000,1000,4000,0,10000,2000,32000,4000,0,0,4000,0,1000,0,5000,0,4000,5000,18000,4000,0,0,0,NA
October 3,0,5000,0,10500,1250.0,3000,NA,NA,0,NA,1000,0,NA,3000,5000,0,0,NA,9000,1000,2000,19000,1000,8000,2000,3000,10000,1000,28000,3000,0,0,2000,0,12000,0,5000,0,4000,4000,13000,3000,0,0,1000,NA
October 4,0,5000,0,12750,625.0,NA,0,0,NA,0,NA,NA,0,1000,3000,0,0,0,8000,8000,NA,14000,0,3000,1000,0,12000,1000,16000,8000,0,0,1000,0,20000,0,5000,0,9000,4000,20000,2000,0,0,1000,NA
October 5,0,4375,0,7125,1250.0,0,NA,NA,0,NA,0,0,NA,1000,4000,0,0,0,7000,6000,NA,10000,4000,2000,6000,0,8000,0,18000,2000,1000,0,2000,0,4000,0,5000,0,8000,4000,19000,2000,0,1000,2000,NA
October 6,0,6250,0,8625,625.0,NA,0,0,NA,0,NA,NA,4000,NA,4000,4000,0,0,11000,6000,0,7000,0,1000,6000,0,8000,1000,13000,12000,7000,1000,1000,0,1000,0,8000,0,6000,5000,14000,1000,0,0,1000,NA
October 7,0,5625,0,11250,625.0,0,NA,NA,2000,NA,0,0,NA,NA,7000,0,0,0,2000,16000,0,16000,0,5000,2000,0,10000,0,14000,8000,4000,0,0,11000,1000,0,6000,0,7000,6000,18000,2000,4000,0,0,NA
October 8,0,5625,0,10750,1250.0,NA,5000,1000,NA,0,NA,NA,0,2000,6000,0,0,17000,1000,11000,0,12000,0,2000,4000,0,10000,1000,14000,6000,6000,0,0,7000,0,0,6000,0,5000,4000,19000,1000,1000,0,0,NA
October 9,0,3125,0,8812.5,1250.0,0,NA,NA,0,NA,2000,0,NA,1000,8000,1000,0,3000,2000,1000,0,9000,0,1000,3000,0,9000,2000,13000,5000,2000,0,0,0,5000,0,12000,0,3000,9000,22000,1000,1000,0,0,NA
October 10,0,2500,0,9625,625.0,NA,0,0,NA,0,NA,NA,0,0,9000,2000,0,0,15000,1000,1000,8000,0,2000,1000,0,8000,1000,13000,3000,0,0,0,0,0,1000,52000,0,4000,4000,20000,1000,1000,0,0,NA
October 11,0,3125,0,13500,1250.0,0,NA,NA,NA,NA,0,0,NA,1000,15000,1000,0,0,22000,2000,0,7000,0,1000,1000,0,9000,3000,13000,5000,0,0,1000,0,2000,1000,53000,0,1000,6000,11000,0,2000,0,0,NA
October 12,0,3125,0,8875,625.0,NA,2000,0,NA,0,NA,NA,0,1000,12000,1000,0,0,2000,1000,0,8000,0,4000,5000,0,7000,1000,12000,3000,0,1000,0,0,1000,0,36000,0,1000,11000,9000,0,1000,0,0,NA
October 13,0,1875,0,6250,1250.0,0,NA,NA,0,NA,0,0,NA,2000,NA,1000,0,1000,1000,1000,0,4000,0,0,6000,0,9000,2000,13000,4000,0,1000,4000,0,2000,1000,21000,0,1000,4000,12000,2000,2000,1000,1000,NA
October 14,0,3906.25,0,8000,312.5,NA,0,0,NA,0,NA,NA,1000,0,5000,1000,0,0,20000,2000,1000,4000,0,0,8000,0,6000,2000,12000,4000,0,0,1000,0,0,0,14000,0,2000,4000,8000,1000,4000,0,3000,NA
October 15,0,1875,0,7937.5,625.0,0,NA,NA,0,NA,2000,0,NA,1000,7000,1000,0,0,86000,1000,1000,4000,0,0,2000,0,8000,1000,13000,2000,0,0,2000,0,0,0,12000,0,2000,6000,9000,54000,12000,0,1000,NA
October 16,0,2265.625,0,6125,625.0,NA,14000,0,NA,0,NA,NA,0,1000,6000,1000,0,1000,72000,1000,1000,2000,1000,0,5000,0,4000,1000,11000,1000,1000,1000,4000,0,1000,0,16000,0,2000,1000,9000,22000,11000,0,1000,NA
October 17,0,3125,0,10500,1250.0,0,NA,NA,0,NA,1000,1000,NA,1000,4000,NA,0,0,21000,1000,0,10000,0,2000,7000,0,3000,1000,12000,2000,0,2000,3000,0,1000,0,14000,0,8000,0,6000,7000,0,0,2000,NA
October 18,0,3437.5,0,9875,625.0,NA,1000,0,NA,0,NA,NA,0,1000,2000,0,NA,NA,16000,2000,NA,8000,0,2000,4000,0,3000,1000,11000,9000,0,0,5000,0,1000,1000,12000,0,1000,4000,4000,3000,2000,0,2000,NA
October 19,0,4375,0,9000,1250.0,0,NA,NA,0,NA,2000,0,NA,1000,6000,0,6000,1000,NA,4000,0,6000,0,2000,4000,0,10000,1000,10000,9000,1000,0,3000,0,1000,1000,20000,2000,6000,5000,6000,1000,1000,0,0,NA
October 20,0,4062.5,0,12062.5,781.25,NA,0,0,NA,0,NA,NA,0,NA,9000,NA,0,1000,1000,1000,3000,12000,0,2000,2000,0,7000,2000,12000,7000,16000,0,1000,0,1000,1000,23000,1000,9000,4000,1000,0,4000,0,1000,NA
October 21,0,5625,0,11375,1250.0,0,NA,NA,0,NA,0,0,NA,0,8000,0,NA,16000,1000,1000,0,11000,0,6000,3000,1000,3000,3000,11000,9000,19000,0,2000,0,1000,1000,14000,0,12000,1000,1000,0,8000,0,1000,NA
October 22,0,7343.75,0,18937.5,625.0,NA,0,0,NA,0,NA,NA,0,0,19000,NA,NA,39000,1000,1000,0,10000,1000,29000,1000,0,4000,1000,9000,7000,19000,0,1000,0,1000,0,11000,0,3000,0,8000,0,5000,0,1000,NA
October 23,0,6250,0,10125,1250.0,0,NA,NA,0,NA,0,0,NA,2000,20000,NA,6000,13000,4000,0,0,5000,1000,17000,1000,0,6000,0,9000,8000,7000,0,2000,0,1000,1000,9000,0,9000,0,5000,0,6000,0,1000,NA
October 24,0,1718.75,0,7062.5,0.0,NA,0,0,NA,0,NA,NA,0,0,14000,1000,4000,1000,3000,0,0,1000,0,0,1000,0,2000,0,7000,139000,7000,0,0,0,1000,1000,9000,1000,16000,0,6000,0,7000,0,1000,NA
October 25,0,2500,0,10125,1250.0,0,NA,NA,0,NA,0,0,NA,1000,11000,0,NA,0,2000,1000,1000,1000,1000,1000,1000,0,2000,0,8000,174000,11000,0,2000,0,2000,1000,10000,0,30000,0,12000,0,2000,0,1000,NA
October 26,0,2500,0,8875,0.0,NA,0,0,NA,0,NA,NA,0,0,9000,0,NA,1000,0,3000,0,0,0,9000,1000,0,2000,0,6000,12000,7000,0,2000,0,2000,1000,11000,0,68000,0,14000,1000,2000,59000,1000,NA
October 27,0,2500,0,8937.5,156.25,0,NA,NA,0,NA,0,0,NA,0,9000,NA,NA,1000,2000,0,0,0,0,9000,2000,0,4000,0,9000,1000,9000,0,2000,0,2000,1000,16000,0,55000,0,9000,0,4000,40000,0,NA
October 28,0,3750,0,8875,625.0,NA,0,0,NA,1000,NA,NA,0,1000,8000,0,NA,0,1000,2000,NA,7000,NA,5000,2000,0,1000,0,10000,1000,8000,0,2000,0,28000,1000,14000,0,7000,0,6000,2000,4000,29000,1000,NA
October 29,0,3437.5,0,9500,937.5,0,NA,NA,0,NA,0,2000,NA,6000,14000,0,0,0,2000,0,0,2000,1000,2000,1000,0,4000,0,9000,1000,9000,0,4000,0,24000,1000,11000,0,5000,0,2000,7000,9000,75000,0,NA
October 30,0,2500,0,10750,1250.0,NA,0,0,NA,0,NA,NA,0,14000,14000,0,0,1000,2000,4000,0,15000,1000,2000,2000,0,1000,0,8000,1000,10000,0,2000,0,NA,0,9000,0,10000,0,1000,0,9000,16000,1000,NA
October 31,0,7031.25,0,18437.5,1562.5,0,NA,NA,0,NA,1000,1000,NA,24000,12000,0,0,3000,2000,4000,NA,38000,1000,2000,1000,0,6000,0,8000,1000,9000,0,2000,0,152000,0,8000,0,1000,0,2000,1000,4000,0,1000,NA
